"K","1","2","3","4","5"
"K",NA,4.28530626271428,5.86875229679416,5.91459164830482,5.51842836713429,6.38770826677365
"1",NA,NA,3.55242428629509,4.89987783693649,5.0065684554923,5.74211032512573
"2",NA,NA,NA,2.955539082402,4.26849744319183,5.20991290601512
"3",NA,NA,NA,NA,3.05812241024723,4.8068319923643
"4",NA,NA,NA,NA,NA,3.18004340478837
"5",NA,NA,NA,NA,NA,NA
