"K","1","2","3","4","5"
"K",NA,4.44934101072473,6.16246079773437,6.22920134716117,5.88302124325074,6.77024953766838
"1",NA,NA,3.63075161760948,5.04628800601771,5.18145756261076,5.89731757324604
"2",NA,NA,NA,2.99624868648558,4.35504000800451,5.21519208345373
"3",NA,NA,NA,NA,3.07837075315612,4.79862271408614
"4",NA,NA,NA,NA,NA,3.17344647165503
"5",NA,NA,NA,NA,NA,NA
